,index,tweet,target
2653,553,野球 観戦 いいね!,2
2654,554,眠い 辰,2
2655,555,今日の動画 昔 僕たち 少し 知っ くれ 嬉しい お 楽しみ,2
2656,556,大丈夫,2
2657,557,ひゅうが 申請 し おき,2
2658,558,ひゅうが 0 泊 0 日 過ごし て 流石 キツ い,2
2659,559,浦田 さん お腹,2
2660,560,し み,2
2661,561,次 勝つ,2
2662,562,ほーみーず ゆり ょま 久しぶり 会え 嬉しかっ 動画 出 くれ ありがとう 皆んな 同い年,2
2663,563,めちゃくちゃ 楽し そう ヴァンゆん さん コラボ タキシード 着 蘆,2
2664,564,はつ,2
2665,565,おめでとう,2
2666,566,麗,2
2667,567,何時 寝 起き てる まじ 把握 し て 笑,2
2668,568,好き え え,2
2669,569,僕,2
2670,570,,2
2671,571,昨日,2
2672,572,おめでとう,2
2673,573,そう ん,2
2674,574,昨日 変 ノリ 撮っ たゆう ツーショット,2
2675,575,大人 階段 登る いつまでも 子供 い,2
2676,576,かわいい,2
2677,577,ふっ かー,2
2678,578,こんな 写真 多い リプ 欄 初めて 後 少し 頑張り,2
2679,579,あれ 頑張り,2
2680,580,う わぁ,2
2681,581,い ぇす,2
2682,582,おばあちゃん もう,2
2683,583,,2
2684,584,,2
2685,585,よろしい,2
2686,586,おめでとう,2
2687,587,,2
2688,588,おいおい,2
2689,589,う げ,2
2690,590,撮影 少し 遅れ 死ん,2
2691,591,なんと,2
2692,592,自分 何 し てん 笑,2
2693,593,撮る のうま やめ,2
2694,594,うわ ガチ 美味 そう,2
2695,595,おいおい,2
2696,596,身体 気 使っ て 素晴らしい 写真 送ら 死ん じゃう 笑,2
2697,597,気 つけ 帰り なさい,2
2698,598,おめでとう,2
2699,599,おお いい,2
2700,600,ヤバ すぎる 美味 そう,2
2701,601,やめ おくれ,2
2702,602,写真 付き 聞い て,2
2703,603,うわ ぁぁぁぁ,2
2704,604,知っ てる 笑,2
2705,605,ガチ さあ,2
2706,606,水 酵素 取っ てる,2
2707,607,ずる い,2
2708,608,う わぁ,2
2709,609,みんな お 昼ご飯 報告 ダメージ くる 笑笑 意地悪か,2
2710,610,やめ やめ 笑,2
2711,611,ぐ,2
2712,612,そんな 名前 出さ 笑 好き,2
2713,613,ずるい ー,2
2714,614,支払い し て リアル 草,2
2715,615,こらこら 笑,2
2716,616,くそ ぉぉ ぉぉ ぉぉ ぉぉ お腹 空い ぁぁぁぁぁぁぁぁぁぁ 食べ ぃぃぃぃぃ ぃぃ おにぎり,2
2717,617,雑誌 撮影 楽しかっ オフショット,2
2718,618,行き,2
2719,619,ラーメン,2
2720,620,これ 正解,2
2721,621,正解,2
2722,622,,2
2723,623,頭 形 すごい 笑 この 写真 一 度 動画 使い なんの 動画 樂,2
2724,624,ありがとう,2
2725,625,でき,2
2726,626,タバコ あげ めっちゃ 喜ん お 髭 さん 笑笑,2
2727,627,ありがとう,2
2728,628,携帯,2
2729,629,たまに 髪型 変える の ちょっと 楽しい,2
2730,630,お誕生日おめでとう ござい,2
2731,631,コム ドット,2
2732,632,適当 過ごし ちゃっ て,2
2733,633,はい,2
2734,634,こちら 見 下さ ありがとう,2
2735,635,ペアング 笑,2
2736,636,こちら,2
2737,637,昔 見 い YouTuber さん 帰っ き とても 嬉しい の 同時に 最後 動画 0 年 前 なっ て 時 流れ 早 さ 感じ 沈,2
2738,638,ファイト,2
2739,639,いい,2
2740,640,若干,2
2741,641,たまに カメラマン なり,2
2742,642,し,2
2743,643,どちら 言え 笑,2
2744,644,しば,2
2745,645,いつ 楽し そう,2
2746,646,0,2
2747,647,学校 お疲れ様,2
2748,648,初 うううう,2
2749,649,0時 前,2
2750,650,肉じゃが,2
2751,651,0,2
2752,652,熱唱,2
2753,653,よろしい,2
2754,654,人見知り 話しかけ みる,2
2755,655,ネイリスト さん 爪 綺麗 し いただい,2
2756,656,どこ これ エスポワール コラボ 動画 買い,2
2757,657,間違い 笑笑,2
2758,658,かまちょ いい 笑,2
2759,659,おめでとう,2
2760,660,かなり 好き,2
2761,661,お互い,2
2762,662,最 モテ 男,2
2763,663,ごめん 近々 やり,2
2764,664,仲良し,2
2765,665,0時 0分 早活,2
2766,666,,2
2767,667,マネージャー かまちょ の 面白い,2
2768,668,エスポワール コラボ 動画 時,2
2769,669,ゆう 腕時計 デビュー,2
2770,670,笑笑,2
2771,671,リンス シャンプー 0回 し 笑,2
2772,672,うっ,2
2773,673,今回 負け,2
2774,674,返信 返信 返信 ー 天神,2
2775,675,0,2
2776,676,浦田 兄貴 強い ぃぃ ぃぃ 0 コマ 最近 よく 戦っ,2
2777,677,カメラマン さん,2
2778,678,み てる,2
2779,679,何 着 て 笑笑 XL よう,2
2780,680,うい,2
2781,681,おめでとう,2
2782,682,うわ 本当 笑笑 笑笑,2
2783,683,ボケ てる 多分 これ 目 瞑っ ちゃっ てる,2
2784,684,本物,2
2785,685,親父 捨て られ こと ない,2
2786,686,偏頭痛 大変 頑張ろ,2
2787,687,おめでとう,2
2788,688,うほほ,2
2789,689,ソロ 写真 いい 感じ 思っ 紫 服 着 人気者 写っ て 邪魔 思い 我 得,2
2790,690,ボケ すぎ てる 流石に,2
2791,691,やっぱ やっ ちゃう 藍,2
2792,692,僕 最初 自分 疑い 笑,2
2793,693,これ 笑笑,2
2794,694,ボケ てる の 逆 味,2
2795,695,,2
2796,696,ドライアイ 死ん で 笑笑,2
2797,697,そう,2
2798,698,う ぉぉ ー い,2
2799,699,何 なれ,2
2800,700,それ 弱い の,2
2801,701,今月 やっ 参り,2
2802,702,ドロ ケイ,2
2803,703,持っ て,2
2804,704,振り向い 瞬間 時空 歪ん の,2
2805,705,,2
2806,706,滑る ー,2
2807,707,あるある探検隊,2
2808,708,見 来 下さい,2
2809,709,とごう,2
2810,710,う ぉい,2
2811,711,0秒,2
2812,712,話し み 意外と 仲良く なる 人 いるよ 頑張っ 話し みよ,2
2813,713,ペースメーカー 大変,2
2814,714,マジで 喜ん くれ 嬉しい,2
2815,715,それ 卒業 し 思い出 なる,2
2816,716,いいね! たくさん つかっ お,2
2817,717,圧倒的 優しい,2
2818,718,お疲れ様,2
2819,719,グゥッ,2
2820,720,嫌 ぁぁぁぁぁ,2
2821,721,好き アーティスト さん 新曲 出し,2
2822,722,ゆうま パク られ,2
2823,723,0秒,2
2824,724,歩く スピード 遅い ため いつも 後ろ い ゆま あむ,2
2825,725,美味し そう 食べ,2
2826,726,付ける 指 わか なく 適当 つけ 笑,2
2827,727,あり,2
2828,728,夏 着 れる 服,2
2829,729,夏 なに 着よ,2
2830,730,い ぇす,2
2831,731,クロノスタシス,2
2832,732,ありがとう,2
2833,733,コム ドット 写ルンです,2
2834,734,どっち 良い とても ホワイトリリー 女性 合う,2
2835,735,無地 忘れ て,2
2836,736,キャッチボール,2
2837,737,可愛く つい,2
2838,738,とても 嬉しい,2
2839,739,服 買い コムルン,2
2840,740,限界 突破 し こう ファイト,2
2841,741,お 揃 し いき,2
2842,742,hangoverz な!,2
2843,743,あと 何 日 パーカー 着 れる かな 樂,2
2844,744,リュック お箸 入っ てる 所,2
2845,745,LINE 交換 でき,2
2846,746,モデル さん,2
2847,747,気分 しよう 思い,2
2848,748,新学期 新しく でき,2
2849,749,っ やっ ちまっ,2
2850,750,真ん中,2
2851,751,メチャ,2
2852,752,似 てる 笑 笑笑,2
2853,753,まだまだ 身体 大きく なれる 感じ,2
2854,754,死ぬ 変顔 し て,2
2855,755,多分,2
2856,756,デカ い 帽子 被っ み,2
2857,757,雨 降っ てる 中 歩い て 濡れ 何で 思っ 傘 さして なかっ,2
2858,758,ょひひ,2
2859,759,サングラス 位置 すごい,2
2860,760,,2
2861,761,す ぇす,2
2862,762,完全 地元 ノリ 動画 友達 主役 ちょっと ホーム ビデオ 感 ある 動画 急上昇 載っ の 嬉し すぎ あの 動画 少し 僕たち 地元 良さ 伝われ 嬉しい なか ずえ い 頑張っ,2
2863,763,おめでとう,2
2864,764,おお お 藍,2
2865,765,次回 いいい,2
2866,766,原宿,2
2867,767,そう ん,2
2868,768,天然水,2
2869,769,水,2
2870,770,東京 ようこそ,2
2871,771,イロトリドリ,2
2872,772,ピュア ん,2
2873,773,嘘,2
2874,774,今 寝 おやすみなさい,2
2875,775,セーフ,2
2876,776,自分 着 服 着 笑,2
2877,777,ぼんちゃん 卒業 おめでとう,2
2878,778,電車 少し 寝 笑,2
2879,779,寝る 寝る 寝る 寝,2
2880,780,すご,2
2881,781,本当に 凄かっ 本物 ぁぁ,2
2882,782,遂に 夢 叶い 本当にありがとうございました,2
2883,783,本当にありがとうございました 一生 忘れ 思い出,2
2884,784,ぶらー ぶらー,2
2885,785,卒業,2
2886,786,いつも 早い,2
2887,787,次 環境 慣れる 時間 かかり そう,2
2888,788,どれ 緊張 し,2
2889,789,ちんちん 卒業 し,2
2890,790,コラボウィーク 今日 最終日 ここ 錚々たる 方々 一緒に 動画 撮ら させ 頂き ものすごく 楽しかっ 昔 画面 見 て 方々 お 会い でき こと 感動 し コラボ し 頂き 本当にありがとうございました 最終日 とんでも 楽しみ,2
2891,791,今日 徹夜 確定,2
2892,792,ド 陰キャ,2
2893,793,なに い そう なのか,2
2894,794,青春 青春,2
2895,795,我 ウケ 笑笑,2
2896,796,こういう こと する 高校時代 過ごし み 左 ピース あむ ぎり 右 ピース ピグモン 左前 中町 JP 君 右 お 店 BURBERRY 今日 お 昼ご飯 納豆,2
2897,797,wwww,2
2898,798,ありがとう,2
2899,799,フォロー 外さ 下さい wwww,2
2900,800,フォロー し くれ いる 皆様 改名 し しばらく この 名前 頑張っ いき 思い 一応 本人,2
2901,801,そう,2
2902,802,おめでとう,2
2903,803,寝っ転がっ てる 目線 撮ろ し 難しい もん,2
2904,804,おめでとう,2
2905,805,何故 来,2
2906,806,ゴフッ,2
2907,807,おぉ 僕 家 近く お願い し,2
2908,808,ピンポンパンポポン 音 出る 笑 あれ 勝手 ありがとう 解釈 し,2
2909,809,ゲップ 出 ちゃう キツ いで,2
2910,810,ポカリ オロナミンC,2
2911,811,0 周 ありがとう,2
2912,812,外 寒い ん,2
2913,813,企画,2
2914,814,wwwwwwww,2
2915,815,つい 来 ん もん,2
2916,816,オロナミンC CCCCCC,2
2917,817,自動販売機 ありがとう 言わ 機械 多い 無愛想 思う 時 ある ゾロ目 チャンス イベント し くれる 愛くるしい す 何 言っ ん 自動販売機 さん これから お世話 なり,2
2918,818,半目 ぎり,2
2919,819,学生気分 味わえ,2
2920,820,炒飯 合う,2
2921,821,わぁ ぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁ 0 万 人 方々 フォロー し 下さ ありがとう 納豆 食べ,2
2922,822,,2
2923,823,そう,2
2924,824,DJ あむ 触れ 嬉しかっ,2
2925,825,おめでとう,2
2926,826,GTA グレートティーチャー あむ アホ クラス なり そう,2
2927,827,赤点 顔,2
2928,828,お カッコ いい こと Twitter 宣伝 よろしく,2
2929,829,,2
2930,830,凝視,2
2931,831,高校 精勤 賞 入学式 遅刻,2
2932,832,これ 正装,2
2933,833,最後尾 いる よく 寝 そう 生徒 学生気分 なれ,2
2934,834,おめでとう,2
2935,835,勉強 やる ない,2
2936,836,昨日 余韻 ものすごい 0 自分 夢 叶い 今日 天気 ものすごく 良い グミ 食べ いく ぅぅ ぅ,2
2937,837,ありがとう,2
2938,838,ぎし 強く 言わ れ 以後 気 付け いこ 思い ぎし 反省 し て みたい,2
2939,839,自分 楽しみ お 楽しみ コム ドット 革命,2
2940,840,ごめんなさい ぎし 強く 言っ おき,2
2941,841,素晴らしい お話,2
2942,842,頼み,2
2943,843,昨日 0 年 ぶり 電車 乗っ ホーム 0分 彷徨 っ 0 年 後 リベンジ し みよ,2
2944,844,,2
2945,845,ごちゃごちゃ メンバー,2
2946,846,気づか かっ ぁ 笑,2
2947,847,そう,2
2948,848,カメラ 火 メラメラ,2
2949,849,おめでとう,2
2950,850,おめでとう,2
2951,851,早起き 最高 雨 最悪 路,2
2952,852,う ひ ょひょ,2
2953,853,最近 犬 触れ合う 機会 多く 犬 推し なっ てる 笑,2
2954,854,うわ 可愛い,2
2955,855,ベア ちゃんと 写真 撮れ,2
2956,856,楽しかっ 動画 外 スマブラ し 負け 悔しかっ 遊び 行き,2
2957,857,担任 先生 最後の言葉 ちゃんと 聞こ,2
2958,858,続け いる こと 本当に 素晴らしい こと 思い 0 年 目 頑張っ 下さい,2
2959,859,死ぬ 泣き 笑,2
2960,860,親 集合 時間 勘違い し 笑笑,2
2961,861,卒業 さ れ 方々 ご 卒業 おめでとう 不安 気持ち ある 思い 新しい 環境 楽しん 過ごし 下さい あと 学生 方 入学式 遅刻 し よう 高校 入学式 0分 遅れ しまっ 経歴 あり,2
2962,862,マネージャー コーラ 好き,2
2963,863,ポンス 勝た,2
2964,864,目と 目 あっ 気付い ポンス 優勝,2
2965,865,,2
2966,866,楽しみ すぎる,2
2967,867,可愛 すぎる これ,2
2968,868,ダイヤモンド パ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァ ァァァァァァァァァァァァァァァァァァァァァァァァル 冬 頑張っ 生き,2
2969,869,体育祭,2
2970,870,運動会 やれ こと 後 コラボ,2
2971,871,0 月 もう 終わり いと 早し,2
2972,872,申し訳ない 動画 もう少し 遅く なり,2
2973,873,高校 体育祭 思い出し 日 とっ 楽しかっ 余韻 すごい,2
2974,874,共感 者 少なく 悔しい 笑 0 学期 始まる みたい 感じ,2
2975,875,おいおい 大丈夫 笑,2
2976,876,バカ 暑い パーカー 着 笑,2
2977,877,おめでとう,2
2978,878,0分 伝え られる よう 簡潔 まとめ き,2
2979,879,今日 外 入学式 匂い する,2
2980,880,待っ 本人 来る の 聞い て すごい 世界線,2
2981,881,あ むぎ りさん 伝え とき,2
2982,882,アイアムナンバーワン,2
2983,883,ふぇーす,2
2984,884,あ むぎ りさん 今日 可愛い,2
2985,885,萎える,2
2986,886,グッ,2
2987,887,今日もいい天気 どうも ゆう,2
2988,888,簡単 すぎる それ 笑笑,2
2989,889,鶏 ないや ない ない 0,2
2990,890,それ いけ そう,2
2991,891,庭 0 羽 鶏 いる 状況 写真 撮っ み ふと 思っ せ ー す,2
2992,892,作戦 会議 見せかけ 多分 エロ 動画 共有 し てる,2
2993,893,彼氏,2
2994,894,お疲れ様,2
2995,895,突撃 する ぞい,2
2996,896,仲良い お 0 人 さん,2
2997,897,卒業 おめでとう,2
2998,898,最近 し て,2
2999,899,今 目と 目 あっ 気づい,2
3000,900,至って 無心,2
3001,901,全く,2
3002,902,デカ すぎ キツ い 笑,2
3003,903,し て し て て,2
3004,904,ナイス 笑,2
3005,905,近 すぎ てる 冷,2
3006,906,はん くん おめでとう,2
3007,907,とても 良い意味 あまり し お 二方 感謝,2
3008,908,いつも 見 てる 所 いる 状況 ヤバ すぎ 笑,2
3009,909,オムライス,2
3010,910,やば すぎ,2
3011,911,なんと スカイハウス お 邪魔 さ せ 頂き ぁぁぁ めちゃくちゃ 楽しかっ 本当にありがとうございました 動画 お 楽しみ,2
3012,912,おめでとう,2
3013,913,ツイート 見れ ぉぉ 何で 申し訳ない,2
3014,914,キヨ さん 0 万 人 おめでとう この間 届い DVD 見 感動 し これから 動画 楽しみ 懐かしい ツイート 笑 キヨ 0 万 人,2
3015,915,,2
3016,916,おめでとう,2
3017,917,Happy Valentine 0 日 後,2
3018,918,エスポワールチャンネル 登録者 数 0 万 人 おめでとう いつも ありがとう これから お世話 なり エスポ 0 万 人 エスポ,2
3019,919,ガッツリ 近く タバコ 吸っ て 草 0時 0分,2
3020,920,のーまる,2
3021,921,早め おめでとう,2
3022,922,本命 思っ もらっ 友チョコ,2
3023,923,元払い お願い お願い 笑,2
3024,924,,2
3025,925,元払い し えええ 笑,2
3026,926,小 0 0 個 すごい,2
3027,927,予定 ある 予定 現実,2
3028,928,おめでとう,2
3029,929,,2
3030,930,今日 いい 天気 明日 バレンタイン ほ ぉ,2
3031,931,ひ ょぉぉぉぉ,2
3032,932,たけのこ派,2
3033,933,,2
3034,934,キツネ,2
3035,935,キウイ アレルギー,2
3036,936,なっ 笑,2
3037,937,この 猫 テーブル 上 ずっと 座っ て,2
3038,938,猫 可愛 すぎ お話 なら,2
3039,939,0 枚,2
3040,940,笑っ 見 て ぼんちゃん 一番 悪かっ,2
3041,941,抑える やまと 無抵抗 俺 攻撃 する ゆう 誰 悪い ん これ,2
3042,942,セス さん ツーショット すみません 今日の動画 遅く なり,2
3043,943,おめでとう ー,2
3044,944,ぽい 笑,2
3045,945,新しい 環境 ファイト,2
3046,946,ぽ,2
3047,947,出 樂,2
3048,948,スーツ 広告 出 き そう,2
3049,949,今回 いつも 以上 高く 飛べ,2
3050,950,wwwwwwww,2
3051,951,wwww,2
3052,952,あ むぅ ー 特 戦隊,2
3053,953,コム ドット 革命,2
3054,954,ノーマルタイプ 成り上がり,2
3055,955,笑笑 笑笑 笑笑 笑笑 笑笑 笑笑 笑笑 笑 笑笑,2
3056,956,赤 良い 鹿,2
3057,957,嫌 えええええ,2
3058,958,バレ てる 笑笑,2
3059,959,お 米 無限 食える 説 笑笑,2
3060,960,渋滞 し すぎ よく 見る,2
3061,961,これ お 米 無限 食える 説 やっ 笑笑,2
3062,962,ありがとう カッコ 良 すぎ,2
3063,963,改め コム ドット 遂に チャンネル 登録者 数 0 万人 突破 する こと でき 皆さん 本当に ありがとう 0 年 前 自分 あの 時 やり 始め 全く 結果 出 恥 じらい 持っ やっ て 0 年 後 自分 自信 持っ やっ 俺 成長 し コム ドット かっこ,2
3064,964,本当 感動 し ありがとう,2
3065,965,地元 友達 祝っ もらえ の 幸せ すぎ みんな いい 笑顔,2
3066,966,宇陀 ちゃん ありがとう ゆっくり 話し す,2
3067,967,ゆう J ありがとう よろしく,2
3068,968,家 帰っ 届い て ぁぁぁぁ 朗 0 万人 達成 プレゼント 時間 でき ゆっくり 見よ,2
3069,969,るか ありがとう ゆうま 感謝,2
3070,970,ちば カルマ ありがとう,2
3071,971,きじ ありがとう,2
3072,972,こうくん ありがとう いつも 真似 し すみません,2
3073,973,ありがとう,2
3074,974,ヒロト 君 ありがとう 脱毛 行け ドンマイ,2
3075,975,みゆ さん ありがとう 遠隔操作 鋭い ツッコミ 待っ,2
3076,976,綾 ちゃん ありがとう こちら 感謝 すまた ベア いちゃいちゃ し 行き,2
3077,977,失礼 し ありがとう,2
3078,978,らん さん ありがとう 遠隔操作 踊り 行き 笑,2
3079,979,ありがとう,2
3080,980,こ やっき ー さん ありがとう,2
3081,981,しば ありがとう 写真 楽しみ,2
3082,982,ゆい さ ありがとう ピザ 美味しかっ,2
3083,983,はん くん ありがとう ポケカ 下さい,2
3084,984,きょう きょう ありがとう この 写真 懐かし すぎる,2
3085,985,けーすけ 君 ありがとう 東京 待っ,2
3086,986,もっち ゃんありがとう,2
3087,987,い やっ ぁぁ ぁぁ ぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁ チャンネル 登録者 数 0 万人 ぁぁ ぁぁ ぁぁ ぁぁ ぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁ ありがとう 涙 出 コム ドット 0 万人 達成,2
3088,988,おめでとう,2
3089,989,おめでとう,2
3090,990,ゆうし あかん コーラ 飲ん あかん,2
3091,991,頑張れ,2
3092,992,おめでとう,2
3093,993,ずるい,2
3094,994,開け 楽しみ,2
3095,995,凹む 時 凹ん 切り替え 頑張り わかん,2
3096,996,やめ 下さい 襤 ガチ 食べ 笑,2
3097,997,本当 なんだか 嬉しい,2
3098,998,そんな 当て てる の なし はん くん,2
3099,999,弟よ ありがとう,2
3100,1000,おめでとう,2
3101,1001,ファイト!,2
3102,1002,,2
3103,1003,ファイト!,2
3104,1004,嬉しい,2
3105,1005,頑張っ 下さい,2
3106,1006,何 喋れ 笑笑,2
3107,1007,綺麗 ありがとう,2
3108,1008,インスタライブコラボ し 頂き めちゃくちゃ 嬉しかっ 0 万 人 行く インスタライブ やる みたい 是非 DJ社長 さん インスタフォロー よろしくお願いします 僕 インスタグラム 笑 DJ社長 がんばれ,2
3109,1009,買い,2
3110,1010,こちら 動画 真似 さ せ 頂き この 歌 中毒 性 あり,2
3111,1011,伝わっ 嬉しい,2
3112,1012,なるほど ありがとう,2
3113,1013,ありがとう,2
3114,1014,みんな 今日 Twitter 僕 メンション し くれる の バズ っ,2
3115,1015,最高,2
3116,1016,あ むぎ チャンネル 登録者 0 万 人 記念 わけ わからん 歌 うたう キヨ さん 真似 し み 皆さん ありがとう これ ずっと 歌っ み 笑,2
3117,1017,かしこまり こし すぎ てる,2
3118,1018,早め おめでとう,2
3119,1019,井上 やまと 君 別荘 お 邪魔 さ せ 頂き 0 日 楽しみ 修学旅行 行っ てる 気分,2
3120,1020,スノボー し 来 の 寝 過ぎ 最後 よく 分かん 写真 寝 てる 集,2
3121,1021,グェェッ 來,2
3122,1022,ベア 可愛 すぎ お話 なら,2
3123,1023,見 体験版 配し,2
3124,1024,へー す,2
3125,1025,やめ そういう 脅し,2
3126,1026,おす,2
3127,1027,ほ い,2
3128,1028,これから よろしくお願いします,2
3129,1029,感謝,2
3130,1030,下手 下ネタ 言え な さ そう,2
3131,1031,母 ちゃーん,2
3132,1032,やっ ぁぁぁぁぁぁぁぁぁぁぁ 0 万 人 方々 フォロー し 下さ ありがとう この 画像 とても 可愛い,2
3133,1033,聞い くれ 確認 せ はい 答え ちゃっ,2
3134,1034,ごま どれ,2
3135,1035,おいしかっ,2
3136,1036,そう,2
3137,1037,キャベツ ご飯 食べ れる 人間,2
3138,1038,それ いけ ちゃっ ん 笑,2
3139,1039,し,2
3140,1040,このまま 食べ 切り 笑笑 笑笑,2
3141,1041,注文 間違え 手羽先 0 入 0 個 思っ て 笑笑,2
3142,1042,ありがとう 嬉しい これから 応援 よろしくお願いします,2
3143,1043,頂き,2
3144,1044,ドッキドキ 夢 よう 時間 SAM さん ありがとう 生 ラップ 聴け,2
3145,1045,サムギリ さん ありがとう,2
3146,1046,ありがとう そう 消え しまっ 笑 るか こと 追加 し てる,2
3147,1047,お肉 0kg,2
3148,1048,0 月 家 お 邪魔 し 行く ー,2
3149,1049,ありがとう,2
3150,1050,あつき 0歳 なれ たっ っ くさ ん お祝い メッセージ ありがとう 0歳 頑張っ いこ 思っ 思っ 思っ 思っ いくら なん 鼻毛 出過ぎ いう 顔 デカ すぎ お話 なら 何 口 入っ て おかしい デカ さ せ す,2
3151,1051,すごい おめでとう,2
3152,1052,そこ ノリ しない 笑気 まず,2
3153,1053,ありがとう なん 早いっ,2
3154,1054,気まず,2
3155,1055,フライングゲット ありがとう,2
3156,1056,今日の動画 僕 全く 傷つい 寧ろ 動画 協力 し くれ 方 責め られる 方 傷つき カット さ れ て ん あむ ぎり 君 言わ れ 否定 し 誰 なっ い 同情 コメント 大丈夫 それ 明日 僕 誕生日 ん 是非 お祝い コメント し 下さい,2
3157,1057,今日の動画 お待 たせ し 今日 昨日 お疲れ様 ー,2
3158,1058,NEWS USO ニュース なっ 最高,2
3159,1059,おめでとう す 邏,2
3160,1060,,2
3161,1061,お 待た せ し 動画投稿,2
3162,1062,ありがとう,2
3163,1063,普通 楽しん て 草 改めて ありがとう 初 0 位 とても 嬉しい オフショット どうぞ 笑 コム ドット 急上昇 0 位,2
3164,1064,だぁ ぁぁ ぁぁ ぁぁ ぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁ 遂に 急上昇 0 位 ぁぁぁぁぁぁぁ めっちゃ 嬉しい ぃぃ すげ ぇぇ ぇぇ ぇ やっ ぁぁぁぁぁ 感動,2
3165,1065,俺,2
3166,1066,チャンネル 登録者 数 0 万人 いき ありがとう 皆さん 拡散 感謝 0 人 見 られ てる 俺 何 し ん,2
3167,1067,0 年間 だいぶ 成長 し 同じ スーツ 着 てる ん 今 だいぶ 小さく 感じる,2
3168,1068,おめでとう,2
3169,1069,着 れ よかっ おめでとう,2
3170,1070,残念 えりな おめでとう,2
3171,1071,良き 良き おめでとう,2
3172,1072,いいね! おめでとう,2
3173,1073,良き おめでとう,2
3174,1074,すご すぎ 笑笑 おめでとう,2
3175,1075,残念! 延期 やれる 信じよ おめでとう,2
3176,1076,ジャンプ 専門学校 行っ て,2
3177,1077,いいね サイン おめでとう,2
3178,1078,おめでとう いつまでも 子供 気持ち い 僕,2
3179,1079,おめでとう,2
3180,1080,ちょ ー 良い おめでとう,2
3181,1081,振袖 良き おめでとう,2
3182,1082,同窓会 いいね,2
3183,1083,あれ 今年 なのか おめでとう,2
3184,1084,似合っ てる ぞい おめでとう,2
3185,1085,おめでとう,2
3186,1086,おめでとう,2
3187,1087,今年 成人 さ れ 方 おめでとう もう 0 年 前,2
3188,1088,どの 並び 好き 樂,2
3189,1089,0 位 ぁぁ,2
3190,1090,ボソツッコミ,2
3191,1091,お仕事 頑張っ ください,2
3192,1092,半信半疑,2
3193,1093,オフ会 し,2
3194,1094,コム ドット 最悪 笑,2
3195,1095,これから よろしくお願いします,2
3196,1096,仕事 お疲れさま,2
3197,1097,いつも ありがとう,2
3198,1098,全部好き 刹那 樂樂,2
3199,1099,最初 質問 コーナー 是非,2
3200,1100,激 アツ うううう,2
3201,1101,,2
3202,1102,またし,2
3203,1103,遅く ない ぞい,2
3204,1104,軽く,2
3205,1105,フレア パンツ,2
3206,1106,所沢 なら 小笠原 笑,2
3207,1107,おめでとう,2
3208,1108,何回 人前 出 みる,2
3209,1109,あけおめ,2
3210,1110,消さ 笑,2
3211,1111,お 風呂,2
3212,1112,大好き,2
3213,1113,う ぃっ さい なーい,2
3214,1114,思い切っ 青 笑,2
3215,1115,あ ちん,2
3216,1116,おき ろー,2
3217,1117,,2
3218,1118,嬉しい,2
3219,1119,ありがとう,2
3220,1120,千手 かのん,2
3221,1121,それ やばい ん ご,2
3222,1122,かつて 天才 俺 たち,2
3223,1123,いいねぇ,2
3224,1124,友達 所,2
3225,1125,ファイト,2
3226,1126,顎関節症 辛い 笑,2
3227,1127,ありがとう,2
3228,1128,パソコン 画面 見 て,2
3229,1129,,2
3230,1130,いつか 変え み,2
3231,1131,ぽんぽこ ぽん,2
3232,1132,企画 買っ マルジェラ,2
3233,1133,あと 少し,2
3234,1134,へす,2
3235,1135,これ ん DeFF,2
3236,1136,肉じゃが,2
3237,1137,めちゃくちゃ いい あの 歌,2
3238,1138,そう,2
3239,1139,めちゃくちゃ 頑張っ 貯め いき,2
3240,1140,びっくり し 笑笑,2
3241,1141,喜んで いい これ 笑笑,2
3242,1142,編集,2
3243,1143,シンプル ありがとう,2
3244,1144,呑み すぎ 注意,2
3245,1145,炎 タイプ,2
3246,1146,がん ろー,2
3247,1147,嬉しい,2
3248,1148,おめでとう,2
3249,1149,ぽ ぺっ,2
3250,1150,嬉し すぎ 玄白,2
3251,1151,精一杯 頑張っ 笑笑,2
3252,1152,待て 誰だ 今 推し 笑,2
3253,1153,滑っ 時 頑張っ てる 所 好き,2
3254,1154,ゆ ー ta,2
3255,1155,ここ 僕 大好き 笑笑,2
3256,1156,お もうすぐだ よね,2
3257,1157,ふ ぇ ー い,2
3258,1158,僕 オフ会 やり,2
3259,1159,絶対 い ファミレス いる おいしかっ,2
3260,1160,課題 終わらす ん ー,2
3261,1161,今日 一旦 終わり,2
3262,1162,頑張っ 下さい,2
3263,1163,ニヤニヤ 止まら これ,2
3264,1164,ヒップホップ,2
3265,1165,可愛さ 取る 白 かっこよさ 取る 黒 あくまで 僕 的 考え,2
3266,1166,わかる ありがとう,2
3267,1167,いつも ありがとう,2
3268,1168,その 呼び方 やめ い 笑,2
3269,1169,わかり そう ん,2
